repo_name,source_url,framework,model,context_variant,run_status,latency_ms,input_tokens,output_tokens,estimated_cost_usd,judge_model,self_judged,hallucination_judged,hallucination_score,total_claims,unsupported_claims,coverage_judged,coverage_score,total_facts,missing_facts,diagram_scored,diagram_module_f1,diagram_import_f1,diagram_endpoint_f1,diagram_overall_f1,text_overlap_scored,bleu4,rouge_l,meteor,bertscore_f1,quality_judged,quality_mean_score,quality_completeness,quality_conciseness,quality_correctness,quality_cohesiveness,quality_domain_specificity,failure_tags,summary_text,missing_facts_list,unsupported_claims_list,facts_by_category,error
express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,express,codellama:7b-instruct,dependency_graph,success,60013,819,287,0.0,mistral:7b-instruct,False,True,0.25,4,1,True,1.0,44,0,True,1.0,1.0,0.125,0.7083,True,0.0195,0.1481,0.0978,0.0,False,,,,,,,fabricated_technology,"
{
""overview"": ""This repository appears to be a Node.js project that uses Express.js as the web framework and Mongoose as the ODM (Object Document Mapper) for MongoDB. It also uses various other libraries and tools for development and testing, such as ESLint, Jest, and Husky."",
""tech_stack"": [""Node.js"", ""Express.js"", ""Mongoose""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""bluebird"", ""body-parser"", ""chai"", ""commitizen"", ""compression"", ""cookie-parser"", ""cors"", ""coveralls"", ""cross-env"", ""cz-conventional-changelog"", ""debug"", ""dotenv"", ""eslint"", ""eslint-config-airbnb-base"", ""eslint-plugin-import"", ""eslint-watch"", ""express"", ""express-jwt"", ""express-validation"", ""express-winston"", ""helmet"", ""http-status"", ""husky"", ""istanbul"", ""joi"", ""jsonwebtoken"", ""method-override"", ""mocha"", ""mongoose"", ""morgan"", ""supertest"", ""supertest-as-promised"", ""validate-commit-msg"", ""winston""]
}",[],"[""Mongoose""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 34, ""Endpoint"": 8}",
express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,express,codellama:7b-instruct,knowledge_graph,success,34191,865,245,0.0,mistral:7b-instruct,False,True,0.25,4,1,True,1.0,44,0,True,1.0,1.0,0.125,0.7083,True,0.0065,0.1538,0.0758,0.0,False,,,,,,,fabricated_technology,"
{
""overview"": ""This repository appears to be a Node.js Express API for managing user accounts and authentication."",
""tech_stack"": [""JavaScript"", ""Express"", ""Mongoose"", ""JWT"", ""ESLint""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""bluebird"", ""body-parser"", ""chai"", ""commitizen"", ""compression"", ""cookie-parser"", ""cors"", ""coveralls"", ""cross-env"", ""cz-conventional-changelog"", ""debug"", ""dotenv"", ""eslint"", ""eslint-config-airbnb-base"", ""eslint-plugin-import"", ""eslint-watch"", ""express"", ""express-jwt"", ""express-validation"", ""express-winston"", ""helmet"", ""http-status"", ""husky"", ""istanbul"", ""joi"", ""jsonwebtoken"", ""method-override"", ""mongoose"", ""morgan"", ""supertest"", ""supertest-as-promised"", ""validate-commit-msg"", ""winston""]
}",[],"[""Mongoose""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 34, ""Endpoint"": 8}",
express-rest-boilerplate,https://github.com/danielfsousa/express-rest-boilerplate,express,codellama:7b-instruct,raw,success,232806,7982,734,0.0,mistral:7b-instruct,False,True,0.0,0,0,True,1.0,57,0,True,1.0,1.0,1.0,1.0,True,0.0024,0.0433,0.0439,0.0,False,,,,,,,over_generic,"
Here is the JSON object that you can use to respond with:
```json
{
  ""token"": {
    ""tokenType"": ""Bearer"",
    ""accessToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c"",
    ""refreshToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c"",
    ""expiresIn"": 3600
  },
  ""user"": {
    ""id"": ""608e491e69c59e3954966fc6"",
    ""name"": ""John Doe"",
    ""email"": ""johndoe@example.com"",
    ""role"": ""user"",
    ""createdAt"": ""2022-02-23T18:25:43.511Z""
  }
}
```
This JSON object contains the following fields:

* `token`: This field contains the access token, refresh token, and expiration time for the user.
* `user`: This field contains the user's information, including their ID, name, email, role, and creation date.

Note that the `token` field is a JSON object, and the `user` field is a JSON object as well. The `token` field contains the following fields:

* `tokenType`: This field contains the type of token, which is `Bearer` in this case.
* `accessToken`: This field contains the access token for the user.
* `refreshToken`: This field contains the refresh token for the user.
* `expiresIn`: This field contains the expiration time for the access token, in seconds.

The `user` field contains the following fields:

* `id`: This field contains the user's ID.
* `name`: This field contains the user's name.
* `email`: This field contains the user's email address.
* `role`: This field contains the user's role.
* `createdAt`: This field contains the date and time when the user was created, in ISO 8601 format.

Note that the `id` field is a string, and the `createdAt` field is a date and time in ISO 8601 format.",[],[],"{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 15}",
express-rest-boilerplate,https://github.com/danielfsousa/express-rest-boilerplate,express,codellama:7b-instruct,dependency_graph,success,78801,1335,322,0.0,mistral:7b-instruct,False,True,1.0,6,6,True,1.0,57,0,True,1.0,1.0,1.0,1.0,True,0.011,0.169,0.0689,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,over_generic","
{
""overview"": ""This repository appears to be a Node.js API for a web application. It includes a variety of modules and endpoints for handling user authentication, user registration, and password reset requests."",
""tech_stack"": [""JavaScript"", ""Node.js"", ""Express.js"", ""Mongoose"", ""JWT"", ""Passport"", ""Winston""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""apidoc"", ""axios"", ""bcryptjs"", ""bluebird"", ""body-parser"", ""chai"", ""chai-as-promised"", ""compression"", ""cors"", ""coveralls"", ""cross-env"", ""dotenv-safe"", ""email-templates"", ""eslint"", ""eslint-config-airbnb-base"", ""eslint-plugin-import"", ""express"", ""express-validation"", ""helmet"", ""http-status"", ""husky"", ""joi"", ""jwt-simple"", ""lodash"", ""method-override"", ""mocha"", ""moment-timezone"", ""mongoose"", ""morgan"", ""nodemailer"", ""nodemon"", ""nyc"", ""opn-cli"", ""passport"", ""passport-http-bearer"", ""passport-jwt"", ""pm2"", ""pug"", ""sinon"", ""sinon-chai"", ""supertest"", ""uuid"", ""winston""]
}",[],"[""Mongoose"", ""Passport"", ""Winston"", ""sinon"", ""sinon-chai"", ""supertest""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 15}",
express-rest-boilerplate,https://github.com/danielfsousa/express-rest-boilerplate,express,codellama:7b-instruct,knowledge_graph,success,48869,1235,315,0.0,mistral:7b-instruct,False,True,1.0,6,6,True,1.0,57,0,True,1.0,1.0,1.0,1.0,True,0.0098,0.1389,0.0412,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology","
{
""overview"": ""This repository appears to be a web application built using the Express.js framework. It includes a variety of modules and endpoints for handling user authentication, user registration, and user profile management."",
""tech_stack"": [""JavaScript"", ""Express.js"", ""Mongoose"", ""JWT"", ""Passport.js""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""apidoc"", ""axios"", ""bcryptjs"", ""bluebird"", ""body-parser"", ""chai"", ""chai-as-promised"", ""compression"", ""cors"", ""coveralls"", ""cross-env"", ""dotenv-safe"", ""email-templates"", ""eslint"", ""eslint-config-airbnb-base"", ""eslint-plugin-import"", ""express"", ""express-validation"", ""helmet"", ""http-status"", ""husky"", ""joi"", ""jwt-simple"", ""lodash"", ""method-override"", ""mocha"", ""moment-timezone"", ""mongoose"", ""morgan"", ""nodemailer"", ""nodemon"", ""nyc"", ""opn-cli"", ""passport"", ""passport-http-bearer"", ""passport-jwt"", ""pm2"", ""pug"", ""sinon"", ""sinon-chai"", ""supertest"", ""uuid"", ""winston""]
}",[],"[""Mongoose"", ""JWT"", ""Passport.js"", ""sinon"", ""sinon-chai"", ""supertest""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 15}",
node-express-mongodb-jwt-rest-api-skeleton,https://github.com/davellanedam/node-express-mongodb-jwt-rest-api-skeleton,express,codellama:7b-instruct,raw,success,88623,7789,114,0.0,mistral:7b-instruct,False,True,0.25,4,1,True,1.0,63,0,True,1.0,1.0,0.4,0.8,True,0.0091,0.0667,0.0668,0.0,False,,,,,,,fabricated_technology,"  ""overview"": ""This repository contains the code for a simple authentication system using JSON Web Tokens (JWT) and the Express.js framework. It includes a login endpoint, a register endpoint, and a reset password endpoint."",
  ""tech_stack"": [""JavaScript"", ""Node.js"", ""Express.js"", ""JSON Web Tokens (JWT)""],
  ""services"": [""HTTP server""],
  ""dependencies"": [""bcryptjs"", ""jsonwebtoken"", ""mongoose"", ""validator""]
}",[],"[""bcryptjs""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 21}",
node-express-mongodb-jwt-rest-api-skeleton,https://github.com/davellanedam/node-express-mongodb-jwt-rest-api-skeleton,express,codellama:7b-instruct,dependency_graph,success,139833,6001,363,0.0,mistral:7b-instruct,False,True,0.25,4,1,True,1.0,63,0,True,1.0,1.0,0.4,0.8,True,0.0096,0.1013,0.0412,0.0,False,,,,,,,fabricated_technology,"
{
""overview"": ""This repository contains a web application for managing cities and users. It uses Node.js, Express.js, and Mongoose for the backend, and EJS for the frontend. The repository includes a variety of modules and endpoints for managing cities, users, and authentication."",
""tech_stack"": [""Node.js"", ""Express.js"", ""Mongoose"", ""EJS""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""babel-eslint"", ""bcrypt"", ""body-parser"", ""chai"", ""chai-http"", ""compression"", ""cors"", ""cross-env"", ""date-fns"", ""dotenv-safe"", ""ejs"", ""eslint"", ""eslint-config-formidable"", ""eslint-config-prettier"", ""eslint-plugin-prettier"", ""expeditious-engine-redis"", ""express"", ""express-expeditious"", ""express-validator"", ""faker"", ""helmet"", ""husky"", ""i18n"", ""istanbul-merge"", ""jest"", ""jsonwebtoken"", ""lint-staged"", ""mocha"", ""mongo-seeding"", ""mongoose"", ""mongoose-paginate-v2"", ""morgan"", ""nodemailer"", ""nodemailer-mailgun-transport"", ""nodemon"", ""nyc"", ""passport"", ""passport-jwt"", ""prettier"", ""prettier-eslint"", ""remark-cli"", ""request-ip"", ""trim-request"", ""uuid"", ""validator""]
}",[],"[""EJS for the frontend""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 21}",
node-express-mongodb-jwt-rest-api-skeleton,https://github.com/davellanedam/node-express-mongodb-jwt-rest-api-skeleton,express,codellama:7b-instruct,knowledge_graph,success,56631,2751,214,0.0,mistral:7b-instruct,False,False,0.0,0,0,True,1.0,63,0,True,1.0,1.0,0.4,0.8,True,0.0304,0.1798,0.114,0.0,False,,,,,,,malformed_output,"
{
""overview"": ""This repository appears to be a Node.js web application using the Express.js framework. It includes a variety of modules and endpoints for handling user authentication, profile management, and city management. The repository also includes a dependency on the Mongoose ORM and a configuration file for setting up the database connection."",
""tech_stack"": [""JavaScript"", ""Express.js"", ""Mongoose""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""bcrypt"", ""body-parser"", ""cors"", ""date-fns"", ""dotenv-safe"", ""express"", ""express-expeditious"", ""express-validator"", ""jsonwebtoken"", ""mongoose"", ""mongoose-paginate-v2"", ""morgan"", ""nodemailer"", ""nodemailer-mailgun-transport"", ""passport"", ""passport-jwt"", ""request-ip"", ""trim-request"", ""validator""]
}",[],[],"{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 21}",
rest-api-nodejs-mongodb,https://github.com/maitraysuthar/rest-api-nodejs-mongodb,express,codellama:7b-instruct,raw,success,128912,4098,463,0.0,mistral:7b-instruct,False,True,0.2,10,2,True,1.0,33,0,True,1.0,1.0,0.1,0.7,True,0.0024,0.0747,0.1034,0.0,False,,,,,,,"fabricated_technology,fabricated_technology","
This is a Node.js project with a few different components:

* `controllers/AuthController.js`: This file contains the logic for handling authentication-related requests, such as registering a new user or logging in an existing user.
* `controllers/BookController.js`: This file contains the logic for handling book-related requests, such as listing all books or creating a new book.
* `helpers/apiResponse.js`: This file contains functions for generating API responses with specific status codes and messages.
* `helpers/constants.js`: This file contains constants that are used throughout the project, such as the admin user and the confirmation email settings.
* `helpers/mailer.js`: This file contains functions for sending emails using Nodemailer.
* `helpers/utility.js`: This file contains utility functions, such as generating a random number.
* `middlewares/jwt.js`: This file contains a middleware function for authenticating requests using JSON Web Tokens (JWT).
* `models/BookModel.js`: This file contains the schema for the `Book` model, which is used to store information about books in the database.
* `models/UserModel.js`: This file contains the schema for the `User` model, which is used to store information about users in the database.
* `routes/api.js`: This file contains the main route for the API, which is used to handle requests for authentication and book-related operations.
* `routes/auth.js`: This file contains the route for handling authentication-related requests, such as registering a new user or logging in an existing user.
* `routes/book.js`: This file contains the route for handling book-related requests, such as listing all books or creating a new book.
* `routes/index.js`: This file contains the main route for the application, which is used to handle requests for the home page.

The `app.js` file is the main entry point for the application, and it sets up the Express.js server and defines the routes for the API and the home page.",[],"[""models/BookModel.js"", ""models/UserModel.js""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 21, ""Endpoint"": 10}",
rest-api-nodejs-mongodb,https://github.com/maitraysuthar/rest-api-nodejs-mongodb,express,codellama:7b-instruct,dependency_graph,success,38751,744,187,0.0,mistral:7b-instruct,False,True,0.25,4,1,True,0.697,33,10,True,1.0,1.0,0.1,0.7,True,0.0131,0.1791,0.094,0.0,False,,,,,,,"fabricated_technology,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint","
{
""overview"": ""This repository appears to be a web application that provides an API for managing books and users. It uses Express.js as the web framework and Mongoose as the ODM for MongoDB."",
""tech_stack"": [""JavaScript"", ""Express.js"", ""Mongoose""],
""services"": [""HTTP server"", ""background worker""],
""dependencies"": [""bcrypt"", ""chai"", ""chai-http"", ""codacy-coverage"", ""cookie-parser"", ""cors"", ""debug"", ""dotenv"", ""eslint"", ""express"", ""express-jwt"", ""express-validator"", ""jsonwebtoken"", ""mocha"", ""mocha-lcov-reporter"", ""moment"", ""mongoose"", ""morgan"", ""nodemailer"", ""nodemon"", ""nyc""]
}","[""Endpoint: POST /api/auth/login"", ""Endpoint: POST /api/auth/register"", ""Endpoint: POST /api/auth/verify-otp"", ""Endpoint: POST /api/auth/resend-verify-otp"", ""Endpoint: GET /api/book"", ""Endpoint: GET /api/book/:id"", ""Endpoint: POST /api/book"", ""Endpoint: PUT /api/book/:id"", ""Endpoint: DELETE /api/book/:id"", ""Endpoint: GET /""]","[""Mongoose as the ODM for MongoDB""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 21, ""Endpoint"": 10}",
rest-api-nodejs-mongodb,https://github.com/maitraysuthar/rest-api-nodejs-mongodb,express,codellama:7b-instruct,knowledge_graph,success,25492,835,189,0.0,mistral:7b-instruct,False,True,0.5,4,2,True,1.0,33,0,True,1.0,1.0,0.1,0.7,True,0.0122,0.1644,0.1231,0.0,False,,,,,,,"fabricated_technology,fabricated_technology","
{
""overview"": ""This repository appears to be a web application built with the Express.js framework. It includes a RESTful API for managing books and authentication for users. The repository also includes a variety of external dependencies and configuration files."",
""tech_stack"": [""JavaScript"", ""Express.js"", ""Mongoose"", ""Morgan"", ""Nodemon"", ""NYC""],
""services"": [""HTTP server"", ""Background worker""],
""dependencies"": [""bcrypt"", ""chai"", ""chai-http"", ""codacy-coverage"", ""cookie-parser"", ""cors"", ""debug"", ""dotenv"", ""eslint"", ""express"", ""express-jwt"", ""express-validator"", ""jsonwebtoken"", ""mocha"", ""mocha-lcov-reporter"", ""moment"", ""nodemailer""]
}",[],"[""Mongoose"", ""Background worker""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 21, ""Endpoint"": 10}",
